Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Price(euro),Age,km_year
Skoda,Superb,2017,Sedan,86585.0,1968.0,Diesel,23499.0,5,17317.0
Ford,Rare,1991,Sedan,215000.0,2000.0,Petrol,750.0,31,6935.4838709677415
BMW,3 Series,1999,Sedan,32000.0,2000.0,Diesel,3000.0,23,1391.304347826087
Toyota,Yaris,2004,Sedan,125000.0,1100.0,Petrol,3650.0,18,6944.444444444444
Toyota,Altele,1995,Sedan,192000.0,1495.0,Petrol,2500.0,27,7111.111111111111
Renault,Clio,2016,Hatchback,36000.0,1500.0,Diesel,9500.0,6,6000.0
Toyota,Camry,2012,Sedan,160000.0,2500.0,Petrol,12900.0,10,16000.0
Renault,Megane,2005,Universal,330000.0,1500.0,Diesel,2900.0,17,19411.764705882357
Ford,Kuga,2018,SUV,149000.0,1500.0,Diesel,14950.0,4,37250.0
Mercedes,E Class,2009,Sedan,226112.0,2200.0,Diesel,13800.0,13,17393.23076923077
Toyota,Corolla,2006,Hatchback,124000.0,1600.0,Petrol,6000.0,16,7750.0
Nissan,Juke,2011,SUV,155000.0,1600.0,Petrol,9300.0,11,14090.90909090909
Toyota,Corolla,2007,Sedan,190000.0,1600.0,Petrol,4999.0,15,12666.666666666666
Mercedes,S Class,1979,Sedan,300000.0,2800.0,Petrol,9800.0,43,6976.744186046512
Opel,Astra,2001,Hatchback,128600.0,1600.0,Petrol,1350.0,21,6123.809523809524
Mercedes,A Class,2017,Hatchback,45800.0,1595.0,Petrol,19750.0,5,9160.0
Honda,Civic,2008,Sedan,230000.0,1300.0,Hybrid,5500.0,14,16428.571428571428
Hyundai,Tucson,2016,Crossover,165000.0,1700.0,Diesel,16350.0,6,27500.0
Mercedes,E Class,2014,Sedan,211000.0,2998.0,Diesel,19000.0,8,26375.0
Volkswagen,Tiguan,2018,Crossover,38000.0,2000.0,Petrol,16300.0,4,9500.0
Toyota,Avensis,2009,Minivan,250000.0,2198.0,Diesel,9000.0,13,19230.76923076923
Nissan,Qashqai,2015,Crossover,153000.0,1500.0,Diesel,11700.0,7,21857.14285714286
Dacia,Duster,2012,Crossover,113100.0,1461.0,Diesel,7700.0,10,11310.0
Renault,Megane,2017,Universal,109000.0,1461.0,Diesel,12999.0,5,21800.0
Renault,Megane,2008,Sedan,150000.0,1600.0,Petrol,3600.0,14,10714.285714285714
Mercedes,C Class,2006,Sedan,256000.0,2100.0,Diesel,5100.0,16,16000.0
Skoda,Octavia,2017,Universal,193864.0,1600.0,Diesel,14299.0,5,38772.8
KIA,Sportage,2011,Crossover,158934.0,2000.0,Metan/Propan,10999.0,11,14448.545454545454
Nissan,Primera,1994,Hatchback,380000.0,1600.0,Petrol,850.0,28,13571.42857142857
Volkswagen,Golf,2008,Universal,235000.0,1396.0,Petrol,5400.0,14,16785.714285714286
Mercedes,Series (W124),1991,Sedan,293702.0,2000.0,Metan/Propan,1300.0,31,9474.258064516129
Daewoo,Rare,2010,Sedan,116167.0,1500.0,Petrol,2700.0,12,9680.583333333334
Volkswagen,Passat,2012,Universal,285000.0,1600.0,Diesel,8999.0,10,28500.0
Mercedes,Vito,2000,Microvan,200000.0,2200.0,Diesel,4200.0,22,9090.90909090909
Mercedes,Rare,2014,Hatchback,198000.0,1500.0,Diesel,16300.0,8,24750.0
Toyota,Auris,2015,Hatchback,126330.0,1800.0,Hybrid,12500.0,7,18047.14285714286
Renault,Megane,2011,Universal,240000.0,1500.0,Diesel,5000.0,11,21818.18181818182
Fiat,Rare,2016,Crossover,110000.0,1398.0,Petrol,9200.0,6,18333.33333333333
Toyota,Avalon,2014,Sedan,125000.0,2500.0,Hybrid,17800.0,8,15625.0
Ford,Fiesta,2012,Hatchback,170000.0,1242.0,Petrol,4200.0,10,17000.0
Renault,Laguna,1996,Hatchback,135000.0,1800.0,Metan/Propan,1600.0,26,5192.307692307692
Mercedes,E Class,2002,Sedan,338000.0,2700.0,Diesel,7499.0,20,16900.0
Volkswagen,Golf,2014,Universal,80000.0,1400.0,Petrol,9000.0,8,10000.0
Land Rover,Range Rover,2007,SUV,236000.0,4200.0,Metan/Propan,13500.0,15,15733.333333333334
Volkswagen,Jetta,1991,Sedan,300000.0,1600.0,Petrol,600.0,31,9677.41935483871
Audi,100,1994,Universal,300000.0,1998.0,Petrol,2000.0,28,10714.285714285714
Volkswagen,Caddy,2015,Combi,166313.0,2000.0,Metan/Propan,7900.0,7,23759.0
Hyundai,Getz,2004,Coupe,200000.0,1400.0,Petrol,2680.0,18,11111.111111111111
Volkswagen,Passat CC,2010,Coupe,172000.0,2000.0,Petrol,10750.0,12,14333.333333333334
Peugeot,Rare,2014,Sedan,197575.0,2000.0,Diesel,12499.0,8,24696.875
Dacia,Logan,2012,Sedan,300121.0,1200.0,Petrol,2499.0,10,30012.1
Volkswagen,Golf,2004,Universal,220000.0,1900.0,Diesel,2900.0,18,12222.222222222224
Suzuki,Rare,2002,Hatchback,250000.0,1300.0,Petrol,2500.0,20,12500.0
Audi,100,1987,Sedan,320000.0,2000.0,Metan/Propan,15000.0,35,9142.857142857143
Skoda,Fabia,2019,Universal,19000.0,1000.0,Petrol,4500.0,3,6333.333333333333
Toyota,Auris,2016,Hatchback,77500.0,1800.0,Hybrid,12950.0,6,12916.666666666666
Rare,Rare,2000,SUV,245000.0,3000.0,Diesel,6999.0,22,11136.363636363636
Toyota,Land Cruiser,2015,SUV,84000.0,4500.0,Diesel,47500.0,7,12000.0
Volkswagen,Tiguan,2012,SUV,154000.0,1400.0,Petrol,10500.0,10,15400.0
Toyota,Auris,2013,Universal,178673.0,1789.0,Hybrid,9799.0,9,19852.555555555555
Toyota,Prius,2009,Hatchback,203000.0,1800.0,Petrol,7100.0,13,15615.384615384615
Dacia,Logan,2007,Sedan,215193.0,1500.0,Diesel,2599.0,15,14346.2
Ford,Mondeo,2016,Sedan,118000.0,1500.0,Diesel,12000.0,6,19666.666666666668
Skoda,Superb,2009,Sedan,221295.0,1800.0,Petrol,7899.0,13,17022.69230769231
Opel,Astra,2010,Hatchback,200000.0,1600.0,Petrol,4000.0,12,16666.666666666668
Volkswagen,Passat,2005,Universal,255000.0,1800.0,Petrol,4300.0,17,15000.0
Mazda,3,2004,Hatchback,350000.0,1600.0,Diesel,5000.0,18,19444.444444444445
Lexus,CT Series,2015,Hatchback,147399.0,1800.0,Hybrid,14499.0,7,21057.0
Suzuki,Rare,2018,Sedan,47000.0,1000.0,Petrol,12000.0,4,11750.0
Volkswagen,Passat,1994,Universal,400000.0,1900.0,Diesel,2600.0,28,14285.714285714286
BMW,7 Series,2006,Sedan,236000.0,3000.0,Diesel,13500.0,16,14750.0
Mitsubishi,Rare,2011,Crossover,113224.0,2500.0,Diesel,13199.0,11,10293.09090909091
Skoda,Superb,2017,Hatchback,116000.0,1984.0,Petrol,23500.0,5,23200.0
BMW,7 Series,2017,Sedan,46200.0,4000.0,Diesel,64900.0,5,9240.0
Opel,Combo,2006,Minivan,236659.0,1248.0,Diesel,2199.0,16,14791.1875
Volkswagen,Passat,1999,Sedan,120000.0,1600.0,Petrol,2500.0,23,5217.391304347826
Audi,Q7,2016,SUV,95000.0,3000.0,Diesel,57000.0,6,15833.333333333334
Audi,A8,2006,Sedan,250000.0,4200.0,Metan/Propan,14500.0,16,15625.0
Opel,Astra,2012,Universal,95000.0,1400.0,Petrol,6700.0,10,9500.0
Honda,Civic,1993,Sedan,360000.0,1500.0,Petrol,1400.0,29,12413.793103448275
Rare,Rare,2016,Sedan,55000.0,2000.0,Petrol,19888.0,6,9166.666666666666
Hyundai,Santa FE,2016,Crossover,133499.0,2200.0,Diesel,21999.0,6,22249.83333333333
Volkswagen,Passat,2017,Sedan,80000.0,2000.0,Petrol,14400.0,5,16000.0
Toyota,Rare,2019,Sedan,25000.0,1800.0,Plug-in Hybrid,21999.0,3,8333.333333333334
Peugeot,Rare,1996,Hatchback,280560.0,1998.0,Petrol,925.0,26,10790.76923076923
Renault,Laguna,2011,Universal,190600.0,1500.0,Diesel,6999.0,11,17327.272727272728
Opel,Astra,1993,Sedan,222222.0,1600.0,Petrol,1000.0,29,7662.827586206897
Audi,A6,2013,Universal,240000.0,2000.0,Diesel,15500.0,9,26666.666666666668
Skoda,Rare,2010,Sedan,185000.0,2000.0,Petrol,7800.0,12,15416.666666666666
Audi,Q5,2010,SUV,215000.0,2000.0,Petrol,13200.0,12,17916.666666666668
BMW,3 Series,2014,Sedan,60000.0,2000.0,Petrol,15450.0,8,7500.0
Mercedes,S Class,2015,Sedan,59000.0,4000.0,Petrol,55000.0,7,8428.57142857143
Toyota,Avensis,2005,Minivan,304000.0,1800.0,Metan/Propan,6000.0,17,17882.352941176472
BMW,X3,2015,Crossover,159000.0,1996.0,Diesel,20500.0,7,22714.285714285717
Honda,CR-V,2010,Crossover,191000.0,2000.0,Petrol,10700.0,12,15916.666666666666
Seat,Rare,2014,Sedan,96423.0,1400.0,Petrol,8200.0,8,12052.875
Audi,A6,2007,Sedan,223642.0,2000.0,Diesel,8200.0,15,14909.466666666667
Nissan,Rare,1992,Minivan,381300.0,1600.0,Petrol,1800.0,30,12710.0
Opel,Rare,2015,SUV,82000.0,1400.0,Petrol,11450.0,7,11714.285714285714
Opel,Zafira,2000,Universal,300099.0,2000.0,Diesel,1650.0,22,13640.863636363636
Skoda,Octavia,2009,Universal,235000.0,1400.0,Petrol,6200.0,13,18076.92307692308
Volkswagen,Caddy,2009,Minivan,250000.0,2000.0,Metan/Propan,7000.0,13,19230.76923076923
Skoda,Octavia,2011,Hatchback,72000.0,1200.0,Petrol,8200.0,11,6545.454545454545
Mercedes,Vito,2006,Minivan,398452.0,2200.0,Diesel,7500.0,16,24903.25
BMW,5 Series,2017,Sedan,123000.0,2500.0,Diesel,22800.0,5,24600.0
Skoda,Rapid,2013,Sedan,197000.0,1200.0,Petrol,6299.0,9,21888.88888888889
Volkswagen,Passat,2002,Universal,350000.0,1900.0,Diesel,4350.0,20,17500.0
Volkswagen,Transporter,2003,Minivan,120000.0,1900.0,Diesel,2950.0,19,6315.789473684211
Citroen,Berlingo,2006,Minivan,329370.0,1900.0,Diesel,2999.0,16,20585.625
Skoda,Superb,2016,Universal,165852.0,1600.0,Diesel,15499.0,6,27642.0
Toyota,Camry,2005,Sedan,170000.0,2400.0,Metan/Propan,5000.0,17,10000.0
Volkswagen,Passat,2013,Universal,225000.0,1390.0,Metan/Propan,6500.0,9,25000.0
BMW,3 Series,2002,Sedan,320000.0,2000.0,Diesel,4250.0,20,16000.0
Honda,CR-V,2002,Universal,275100.0,2000.0,Petrol,5900.0,20,13755.0
Opel,Astra,2011,Universal,230000.0,1400.0,Petrol,6500.0,11,20909.090909090908
Hyundai,Getz,2006,Hatchback,242659.0,1500.0,Diesel,3599.0,16,15166.1875
BMW,3 Series,2004,Sedan,237000.0,200.0,Diesel,3000.0,18,13166.666666666666
BMW,Rare,2020,Crossover,21258.0,1997.0,Petrol,19900.0,2,10629.0
Hyundai,Tucson,2017,Crossover,98000.0,1600.0,Petrol,18700.0,5,19600.0
Renault,Laguna,2001,Universal,248465.0,1900.0,Diesel,2650.0,21,11831.666666666666
Audi,A6,2015,Sedan,120000.0,2000.0,Diesel,16000.0,7,17142.85714285714
BMW,5 Series,2006,Sedan,310698.0,2497.0,Petrol,8700.0,16,19418.625
Mercedes,Vito,2002,Minivan,28446.0,2002.0,Diesel,2000.0,20,1422.3
Audi,A4,1999,Universal,240297.0,1800.0,Petrol,1799.0,23,10447.695652173914
Renault,Scenic,2012,Microvan,240000.0,1500.0,Diesel,6800.0,10,24000.0
Volkswagen,Golf,1996,Hatchback,219000.0,1800.0,Petrol,500.0,26,8423.076923076924
Toyota,Prius,2010,Universal,235000.0,1800.0,Hybrid,7990.0,12,19583.33333333333
KIA,Sportage,2016,Crossover,102100.0,1699.0,Diesel,13450.0,6,17016.666666666668
Skoda,Rare,2011,Crossover,190000.0,1400.0,Petrol,7200.0,11,17272.727272727272
Skoda,Superb,2009,Universal,200000.0,1900.0,Petrol,6000.0,13,15384.615384615385
Vaz,Rare,2014,Sedan,37000.0,1600.0,Petrol,3200.0,8,4625.0
Opel,Meriva,2005,Minivan,140000.0,1300.0,Diesel,3600.0,17,8235.29411764706
Hyundai,ix35,2015,SUV,90000.0,2000.0,Diesel,15500.0,7,12857.142857142857
Nissan,Qashqai,2015,SUV,110300.0,1500.0,Diesel,12450.0,7,15757.142857142857
Honda,Civic,2009,Sedan,205844.0,1339.0,Metan/Propan,6399.0,13,15834.153846153846
Volkswagen,Polo,2011,Hatchback,165000.0,1200.0,Petrol,7399.0,11,15000.0
Skoda,Octavia,2010,Universal,201800.0,1200.0,Petrol,5500.0,12,16816.666666666668
Rover,Rare,2000,Hatchback,100000.0,1400.0,Petrol,500.0,22,4545.454545454545
Renault,Scenic,2015,Minivan,200000.0,1500.0,Diesel,8000.0,7,28571.42857142857
Volkswagen,Rare,2004,Sedan,305000.0,3000.0,Diesel,9500.0,18,16944.444444444445
Chevrolet,Aveo,2012,Hatchback,244000.0,1300.0,Diesel,2700.0,10,24400.0
Mini,Rare,2011,SUV,122000.0,2000.0,Diesel,11000.0,11,11090.90909090909
Mercedes,Rare,2006,Coupe,192000.0,1999.0,Petrol,6900.0,16,12000.0
Volkswagen,Passat CC,2011,Sedan,131657.0,2000.0,Diesel,11999.0,11,11968.818181818182
Volkswagen,Transporter,1996,Microvan,325846.0,2400.0,Diesel,1300.0,26,12532.53846153846
Volkswagen,Passat,1997,Sedan,86000.0,1900.0,Diesel,500.0,25,3440.0
BMW,5 Series,2008,Sedan,200000.0,1990.0,Petrol,7900.0,14,14285.714285714286
Toyota,Rav 4,2012,Crossover,123000.0,2200.0,Diesel,7899.0,10,12300.0
Mitsubishi,Rare,2005,Pickup,150000.0,2500.0,Diesel,5050.0,17,8823.529411764706
Audi,A5,2015,Coupe,180000.0,2000.0,Petrol,13700.0,7,25714.285714285717
Toyota,Rav 4,2000,SUV,288002.0,2000.0,Metan/Propan,4850.0,22,13091.0
Volkswagen,Golf,2000,Hatchback,260000.0,1800.0,Petrol,3600.0,22,11818.181818181818
Volkswagen,Touran,2015,Universal,181389.0,1400.0,Metan/Propan,9899.0,7,25912.714285714286
Mercedes,C Class,2012,Sedan,90097.0,1800.0,Petrol,13499.0,10,9009.7
Renault,Grand Scenic,2017,Minivan,147747.0,1500.0,Diesel,14500.0,5,29549.4
Toyota,Corolla,2005,Hatchback,198000.0,1400.0,Petrol,3950.0,17,11647.058823529413
Toyota,Auris,2015,Universal,148000.0,1800.0,Hybrid,11799.0,7,21142.85714285714
Rover,Rare,2001,Sedan,185000.0,2000.0,Diesel,4200.0,21,8809.52380952381
Ford,Fiesta,2005,Hatchback,282668.0,1400.0,Diesel,3999.0,17,16627.529411764706
Dacia,Logan,2007,Sedan,212525.0,1400.0,Metan/Propan,3700.0,15,14168.333333333334
Dacia,Logan Mcv,2010,Universal,65000.0,1400.0,Petrol,5000.0,12,5416.666666666667
Chevrolet,Aveo,2008,Sedan,126000.0,1200.0,Petrol,1300.0,14,9000.0
Volkswagen,Touran,2007,Minivan,230000.0,2000.0,Metan/Propan,6599.0,15,15333.333333333334
Volkswagen,Golf,2017,Hatchback,46600.0,2000.0,Petrol,14999.0,5,9320.0
Skoda,Octavia,2017,Combi,163543.0,1400.0,Metan/Propan,12999.0,5,32708.6
Mercedes,GLK Class,2013,Crossover,160000.0,2200.0,Diesel,20990.0,9,17777.777777777777
Volkswagen,Passat,2016,Sedan,112029.0,1400.0,Petrol,13999.0,6,18671.5
Mercedes,E Class,2004,Universal,300000.0,1800.0,Metan/Propan,7500.0,18,16666.666666666668
Mercedes,C Class,2007,Sedan,253000.0,1800.0,Metan/Propan,8899.0,15,16866.666666666668
Mazda,Rare,2006,Minivan,185000.0,1800.0,Metan/Propan,3450.0,16,11562.5
Mercedes,Rare,2013,Minivan,189842.0,1490.0,Diesel,7250.0,9,21093.555555555555
Mercedes,E Class,2016,Sedan,114665.0,2200.0,Diesel,20999.0,6,19110.83333333333
Hyundai,Santa FE,2004,Crossover,246286.0,2000.0,Metan/Propan,5799.0,18,13682.555555555557
Volkswagen,Golf,2011,Hatchback,185000.0,1200.0,Petrol,6750.0,11,16818.18181818182
Opel,Astra,1993,Universal,25468.0,1400.0,Petrol,1000.0,29,878.2068965517242
Rare,Rare,2009,Sedan,145241.0,200.0,Metan/Propan,1250.0,13,11172.384615384615
Nissan,Rare,1995,Sedan,380000.0,2000.0,Metan/Propan,2500.0,27,14074.074074074077
Opel,Combo,2006,Universal,322783.0,1300.0,Diesel,2900.0,16,20173.9375
Toyota,Yaris,2011,Hatchback,38385.0,1300.0,Petrol,7100.0,11,3489.5454545454545
Mercedes,E Class,2017,Sedan,156000.0,2200.0,Diesel,30299.0,5,31200.0
Ford,Focus,2016,Universal,158200.0,1500.0,Diesel,8950.0,6,26366.666666666668
Daihatsu,Rare,2012,Crossover,39000.0,1500.0,Petrol,11500.0,10,3900.0
Opel,Rare,2003,Minivan,111111.0,2000.0,Metan/Propan,5500.0,19,5847.9473684210525
Volvo,Rare,2008,Universal,258857.0,2400.0,Diesel,10499.0,14,18489.785714285717
Chrysler,Rare,2001,Sedan,227000.0,2700.0,Petrol,4000.0,21,10809.52380952381
Skoda,Rare,2014,Universal,144000.0,2000.0,Petrol,13699.0,8,18000.0
Volkswagen,Passat,1989,Universal,327479.0,1600.0,Petrol,1700.0,33,9923.60606060606
Dacia,Logan Mcv,2010,Universal,135400.0,1598.0,Petrol,5600.0,12,11283.333333333334
Toyota,Corolla,2007,Sedan,202600.0,1600.0,Petrol,6500.0,15,13506.666666666666
Toyota,Auris,2013,Hatchback,185000.0,1400.0,Diesel,8200.0,9,20555.555555555555
Dacia,Logan,2013,Universal,144212.0,1200.0,Metan/Propan,5799.0,9,16023.555555555557
Hyundai,Santa FE,2019,SUV,83000.0,1995.0,Diesel,26099.0,3,27666.666666666668
Dacia,Logan,2007,Sedan,250000.0,1400.0,Metan/Propan,2900.0,15,16666.666666666668
Dacia,Logan Mcv,2009,Microvan,176000.0,1500.0,Diesel,5100.0,13,13538.46153846154
Volkswagen,Passat,2001,Universal,300000.0,1900.0,Diesel,2500.0,21,14285.714285714286
BMW,Rare,2019,Universal,10000.0,1500.0,Diesel,21000.0,3,3333.333333333333
Volkswagen,Tiguan,2014,Crossover,124491.0,1968.0,Diesel,11900.0,8,15561.375
Renault,Kadjar,2017,Minivan,161000.0,1500.0,Diesel,12500.0,5,32200.0
Honda,Civic,1998,Hatchback,250368.0,1400.0,Petrol,3150.0,24,10432.0
BMW,5 Series,2003,Sedan,124554.0,2500.0,Diesel,24835.0,19,6555.473684210527
Honda,Civic,2014,Sedan,115000.0,1500.0,Hybrid,8700.0,8,14375.0
Mitsubishi,Outlander,2009,Crossover,183282.0,2000.0,Petrol,6850.0,13,14098.615384615385
Vaz,Rare,1995,Hatchback,20000.0,1500.0,Petrol,7500.0,27,740.7407407407408
Audi,100,1992,Sedan,79000.0,2500.0,Diesel,3350.0,30,2633.333333333333
Ssangyong,Rare,2007,Crossover,210000.0,2000.0,Diesel,2900.0,15,14000.0
